nome,url,porcao,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,fibras,acucares,sodio,data_coleta,categoria,codigo,marca
Suco de Cranberry com Morango JUXX 1 Litro,https://www.paodeacucar.com/produto/273071/suco-de-cranberry-com-morango-juxx-1-litro,200.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,30.0,2025-10-23 08:52:18,Não especificada,7898911931321,Juxx
Suco Gaseificado Maçã Qualitá Lata 350ml,https://www.paodeacucar.com/produto/1635265/suco-gaseificado-maca-qualita-lata-350ml,350.0,168.0,42.0,0.0,0.7,0.4,0.0,42.0,0.0,2025-10-23 08:52:37,Não especificada,7895000535736,Qualitá
Suco de Goiaba Integral MITTO 1 Litro,https://www.paodeacucar.com/produto/341817/suco-de-goiaba-integral-mitto-1-litro,200.0,84.0,20.0,0.6,0.0,0.0,4.0,0.0,0.0,2025-10-23 08:53:50,Não especificada,7898767020040,Mitto
Suco Maracujá e Maçã Natural One Ambiente Garrafa 900ml,https://www.paodeacucar.com/produto/1625567/suco-maracuja-e-maca-natural-one-ambiente-garrafa-900ml,200.0,64.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,2025-10-23 08:54:28,Não especificada,7899916915767,Natural One
Suco Integral Laranja Do Bem 200ml,https://www.paodeacucar.com/produto/1639391/suco-integral-laranja-do-bem-200ml,200.0,82.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,2025-10-23 08:54:47,Não especificada,7896005312445,do Bem
Suco Integral Uva Tinto com Hortelã Villa Piva Garrafa 300ml,https://www.paodeacucar.com/produto/461594/suco-integral-uva-tinto-com-hortela-villa-piva-garrafa-300ml,300.0,236.0,55.0,0.6,0.4,0.0,0.6,39.0,11.0,2025-10-23 08:55:43,Não especificada,7898965716134,Villa Piva
"Suco Integral Maçã com Hibisco, Canela e Gengibre Villa Piva Garrafa 300ml","https://www.paodeacucar.com/produto/461593/suco-integral-maca-com-hibisco,-canela-e-gengibre-villa-piva-garrafa-300ml",300.0,166.0,38.0,0.3,0.0,0.0,0.6,33.0,5.0,2025-10-23 08:56:58,Não especificada,7898965716158,Villa Piva
Suco Uva Do Bem 1l,https://www.paodeacucar.com/produto/1639394/suco-uva-do-bem-1l,200.0,102.0,25.0,0.0,0.0,0.0,0.0,22.0,0.0,2025-10-23 08:57:18,Não especificada,7896005312407,do Bem
Refrigerante Coca-Cola Lata 350ml,https://www.paodeacucar.com/produto/116609/refrigerante-coca-cola-lata-350ml,350.0,154.0,37.0,0.0,0.0,0.0,0.0,37.0,18.0,2025-10-23 08:57:37,Não especificada,7894900010015,Coca-Cola
Refrigerante Citrus Prata Garrafa 200ml,https://www.paodeacucar.com/produto/427796/refrigerante-citrus-prata-garrafa-200ml,200.0,96.0,24.0,0.0,0.0,0.0,0.0,0.0,30.0,2025-10-23 08:57:57,Não especificada,7897123886054,Prata
Whisky Escocês Blended Buchanans Deluxe Garrafa 1l,https://www.paodeacucar.com/produto/55496/whisky-escoces-blended-buchanans-deluxe-garrafa-1l,30.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 08:59:10,Não especificada,50196364,Buchanans
Isotônico Laranja Gatorade Garrafa 500ml,https://www.paodeacucar.com/produto/136724/isotonico-laranja-gatorade-garrafa-500ml,200.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,90.0,2025-10-23 09:03:05,Não especificada,7892840808020,Gatorade
Baer-Mate 350ml - Mate com Gás e Cafeína Natural,https://www.paodeacucar.com/produto/460811/baer-mate-350ml---mate-com-gas-e-cafeina-natural,350.0,66.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,2025-10-23 09:03:25,Não especificada,7898965685041,Baer-Mate
Chá Mate com Gás Limão Leão Lata 290ml,https://www.paodeacucar.com/produto/462211/cha-mate-com-gas-limao-leao-lata-290ml,290.0,78.0,19.0,0.0,0.0,0.0,0.0,19.0,90.0,2025-10-23 09:04:04,Não especificada,7891098041647,Leão
Leite Pó Desnatado Molico Lata 280g,https://www.paodeacucar.com/produto/297584/leite-po-desnatado-molico-lata-280g,20.0,68.0,10.0,6.5,0.0,0.0,0.0,10.0,102.0,2025-10-23 09:04:24,Não especificada,7891000101506,Molico
Néctar Maracujá Del Valle Caixa 1l,https://www.paodeacucar.com/produto/55265/nectar-maracuja-del-valle-caixa-1l,200.0,84.0,20.0,0.0,0.0,0.0,0.0,20.0,7.4,2025-10-23 09:04:44,Não especificada,7898341430074,del Valle
Bebida Caju Natural One Ambiente Garrafa 900ml,https://www.paodeacucar.com/produto/505570/bebida-caju-natural-one-ambiente-garrafa-900ml,200.0,64.0,16.0,0.0,0.0,0.0,0.0,16.0,11.0,2025-10-23 09:06:58,Não especificada,7899916906437,Natural One
Chá Mate Limão Matte Leão Garrafa 450ml,https://www.paodeacucar.com/produto/423605/cha-mate-limao-matte-leao-garrafa-450ml,200.0,60.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,2025-10-23 09:08:30,Não especificada,7891098040749,Matte Leão
Chá Mate Orgânico Pêssego Poder da Terra Caixa 1l,https://www.paodeacucar.com/produto/444037/cha-mate-organico-pessego-poder-da-terra-caixa-1l,200.0,70.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,2025-10-23 09:12:10,Não especificada,7898954360393,Poder da Terra
Néctar Pêssego Del Valle Caixa 200ml,https://www.paodeacucar.com/produto/811047/nectar-pessego-del-valle-caixa-200ml,200.0,84.0,21.0,0.0,0.0,0.0,0.0,21.0,6.6,2025-10-23 09:12:29,Não especificada,7894900660425,del Valle
Chá Mate Hortelã Villa Piva Garrafa 300ml,https://www.paodeacucar.com/produto/459755/cha-mate-hortela-villa-piva-garrafa-300ml,300.0,106.0,27.0,0.7,0.0,0.0,2.5,24.0,7.0,2025-10-23 09:12:48,Não especificada,7898965716196,Villa Piva
"Chá Verde Hibisco, Cavalinha e Dente-de-Leão Villa Piva Garrafa 300ml","https://www.paodeacucar.com/produto/459758/cha-verde-hibisco,-cavalinha-e-dente-de-leao-villa-piva-garrafa-300ml",300.0,109.0,27.0,1.0,0.0,0.0,2.7,22.0,7.0,2025-10-23 09:14:40,Não especificada,7898965716219,Villa Piva
Chá Mate Limão Do Bem 1l,https://www.paodeacucar.com/produto/1639388/cha-mate-limao-do-bem-1l,200.0,57.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,2025-10-23 09:15:24,Não especificada,7896005312544,do Bem
Energético Monster Ultra Lata 473ml,https://www.paodeacucar.com/produto/353253/energetico-monster-ultra-lata-473ml,200.0,8.0,2.7,0.0,0.0,0.0,0.0,0.0,152.0,2025-10-23 09:16:39,Não especificada,70847022206,Monster
Energético Zero Açúcar Monster Lata 473ml,https://www.paodeacucar.com/produto/1623422/energetico-zero-acucar-monster-lata-473ml,200.0,6.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 09:18:11,Não especificada,7898938890076,Monster
Refrigerante Guaraná ANTARCTICA Garrafa 2L,https://www.paodeacucar.com/produto/44656/refrigerante-guarana-antarctica-garrafa-2l,200.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,2025-10-23 09:20:18,Não especificada,7891991001342,Antarctica
Água de Coco Integral Sococo Caixa 1l,https://www.paodeacucar.com/produto/37886/agua-de-coco-integral-sococo-caixa-1l,200.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,25.0,2025-10-23 09:20:55,Não especificada,7896004401409,Sococo
Refresco Adoçado Laranja Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/169113/refresco-adocado-laranja-del-valle-kapo-caixa-200ml,200.0,69.0,17.0,0.0,0.0,0.0,0.0,17.0,8.2,2025-10-23 09:21:50,Não especificada,7894900563702,del Valle Kapo
Suco Uva Del Valle Caixa 1l,https://www.paodeacucar.com/produto/321063/suco-uva-del-valle-caixa-1l,200.0,115.0,29.0,0.0,0.0,0.0,2.5,29.0,6.2,2025-10-23 09:22:09,Não especificada,7894900611014,del Valle
Energético Red Bull Sem Açúcar 250ml,https://www.paodeacucar.com/produto/155636/energetico-red-bull-sem-acucar-250ml,250.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2025-10-23 09:22:28,Não especificada,611269101713,Red Bull
Refresco Adoçado Morango Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/66453/refresco-adocado-morango-del-valle-kapo-caixa-200ml,200.0,68.0,17.0,0.0,0.0,0.0,0.0,17.0,7.3,2025-10-23 09:24:17,Não especificada,7894900583700,del Valle Kapo
Suco Concentrado Maracujá Maguary Garrafa 500ml,https://www.paodeacucar.com/produto/114515/suco-concentrado-maracuja-maguary-garrafa-500ml,20.0,5.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,2025-10-23 09:25:13,Não especificada,7896000555359,Maguary
Kit Refrigerante Coca-Cola Original + Laranja Fanta 2l Cada,https://www.paodeacucar.com/produto/470926/kit-refrigerante-coca-cola-original-+-laranja-fanta-2l-cada,200.0,59.0,15.0,0.0,0.0,0.0,0.0,15.0,10.0,2025-10-23 09:28:15,Não especificada,7894900027327,Coca-Cola
Água de Coco TAEQ 200ml,https://www.paodeacucar.com/produto/79335/agua-de-coco-taeq-200ml,200.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,2025-10-23 09:28:52,Não especificada,7895000292028,Taeq
Refresco Adoçado Abacaxi Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/169950/refresco-adocado-abacaxi-del-valle-kapo-caixa-200ml,200.0,69.0,17.0,0.0,0.0,0.0,0.0,17.0,8.2,2025-10-23 09:29:47,Não especificada,7894900603705,del Valle Kapo
Refresco Adoçado Abacaxi Maguary Caixa 1l,https://www.paodeacucar.com/produto/1631360/refresco-adocado-abacaxi-maguary-caixa-1l,200.0,52.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,2025-10-23 09:30:24,Não especificada,7896005404133,Maguary
Néctar Laranja Del Valle Caixa 200ml,https://www.paodeacucar.com/produto/1100451/nectar-laranja-del-valle-caixa-200ml,200.0,84.0,21.0,0.0,0.0,0.0,0.0,21.0,6.2,2025-10-23 09:33:06,Não especificada,7894900660418,del Valle
Néctar Goiaba Del Valle Caixa 1l,https://www.paodeacucar.com/produto/1627775/nectar-goiaba-del-valle-caixa-1l,200.0,28.0,6.6,0.0,0.0,0.0,4.3,2.2,0.0,2025-10-23 09:33:26,Não especificada,7894900660555,del Valle
Refresco Adoçado Laranja Maguary Caixa 1l,https://www.paodeacucar.com/produto/1631358/refresco-adocado-laranja-maguary-caixa-1l,200.0,26.0,6.6,0.0,0.0,0.0,0.0,6.6,7.9,2025-10-23 09:33:46,Não especificada,7896005404072,Maguary
Suco Integral Maçã Taeq Garrafa 1l,https://www.paodeacucar.com/produto/1386746/suco-integral-maca-taeq-garrafa-1l,200.0,108.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,2025-10-23 09:35:17,Não especificada,7895000521555,Taeq
Refresco Adoçado Goiaba Maguary Caixa 1L,https://www.paodeacucar.com/produto/1635994/refresco-adocado-goiaba-maguary-caixa-1l,200.0,76.0,19.0,0.0,0.0,0.0,0.0,19.0,24.0,2025-10-23 09:38:54,Não especificada,7896005404201,Maguary
Suco de Cranberry JUXX 1 Litro,https://www.paodeacucar.com/produto/154062/suco-de-cranberry-juxx-1-litro,200.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,30.0,2025-10-23 09:39:31,Não especificada,7898911931116,Juxx
Bebida Maçã-Verde Zero Açúcar Yaí Caixa 1l,https://www.paodeacucar.com/produto/1209604/bebida-maca-verde-zero-acucar-yai-caixa-1l,200.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 09:39:50,Não especificada,7898651400316,Yaí
Refresco Cranberry com Morango Yaí Caixa 1l,https://www.paodeacucar.com/produto/1627276/refresco-cranberry-com-morango-yai-caixa-1l,200.0,13.0,3.3,0.0,0.0,0.0,0.0,3.3,16.0,2025-10-23 09:40:09,Não especificada,7898651400750,Yaí
Néctar de Maracujá Qualitá Caixa 1l,https://www.paodeacucar.com/produto/65306/nectar-de-maracuja-qualita-caixa-1l,200.0,104.0,26.0,0.0,0.0,0.0,1.7,0.0,0.0,2025-10-23 09:41:04,Não especificada,7895000321292,Qualitá
Refrigerante Guaraná Antarctica Garrafa 600ml,https://www.paodeacucar.com/produto/26310/refrigerante-guarana-antarctica-garrafa-600ml,200.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,2025-10-23 09:42:52,Não especificada,7891991002646,Guaraná Antarctica
Suco Tangerina Xandô Garrafa 900ml,https://www.paodeacucar.com/produto/1591040/suco-tangerina-xando-garrafa-900ml,200.0,80.0,19.0,1.0,0.0,0.0,0.0,18.0,6.0,2025-10-23 09:43:11,Não especificada,7896623100868,Xandô
Água Tônica Schweppes Lata 350ml,https://www.paodeacucar.com/produto/14598/agua-tonica-schweppes-lata-350ml,350.0,124.0,31.0,0.0,0.0,0.0,0.0,31.0,22.0,2025-10-23 09:43:30,Não especificada,7894900300017,Schweppes
Refrigerante Coca-Cola Lata 310ml,https://www.paodeacucar.com/produto/355907/refrigerante-coca-cola-lata-310ml,310.0,136.0,33.0,0.0,0.0,0.0,0.0,33.0,16.0,2025-10-23 09:43:49,Não especificada,7894900011159,Coca-Cola
Refresco Adoçado Laranja Maguary Caixa 200ml,https://www.paodeacucar.com/produto/1636017/refresco-adocado-laranja-maguary-caixa-200ml,200.0,26.0,6.6,0.0,0.0,0.0,0.0,6.6,7.9,2025-10-23 09:44:43,Não especificada,7896005404126,Maguary
Refresco em Pó Limonada Zero Açúcar Clight Pacote 8g,https://www.paodeacucar.com/produto/383886/refresco-em-po-limonada-zero-acucar-clight-pacote-8g,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2025-10-23 09:45:55,Não especificada,7622210696328,Clight
Energético Monster Lata 473ml,https://www.paodeacucar.com/produto/11178/energetico-monster-lata-473ml,200.0,93.0,23.0,0.0,0.0,0.0,0.0,23.0,155.0,2025-10-23 09:50:48,Não especificada,70847022015,Monster
Bebida Adoçada Morango Maguary Caixa 1l,https://www.paodeacucar.com/produto/292234/bebida-adocada-morango-maguary-caixa-1l,200.0,92.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 09:51:26,Não especificada,7896000594198,Maguary
Isotônico Uva Gatorade Garrafa 500ml,https://www.paodeacucar.com/produto/138244/isotonico-uva-gatorade-garrafa-500ml,200.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,90.0,2025-10-23 09:52:03,Não especificada,7892840808051,Gatorade
Refresco em Pó Maracujá Zero Açúcar Clight Pacote 8g,https://www.paodeacucar.com/produto/384528/refresco-em-po-maracuja-zero-acucar-clight-pacote-8g,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2025-10-23 09:52:40,Não especificada,7622210696595,Clight
Xarope Groselha Tropical Garrafa 1l,https://www.paodeacucar.com/produto/43631/xarope-groselha-tropical-garrafa-1l,20.0,65.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,2025-10-23 09:54:24,Não especificada,7896087700208,Tropical
Bebida Gaseificada Zero Álcool Aurora Garrafa 750ml,https://www.paodeacucar.com/produto/595524/bebida-gaseificada-zero-alcool-aurora-garrafa-750ml,200.0,86.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 09:55:38,Não especificada,7891141033254,Aurora
Água Tônica Rosé Frutas Vermelhas Schweppes Lata 220ml,https://www.paodeacucar.com/produto/1613308/agua-tonica-rose-frutas-vermelhas-schweppes-lata-220ml,220.0,40.0,9.4,0.0,0.0,0.0,0.0,9.4,14.0,2025-10-23 09:56:35,Não especificada,7894900184600,Schweppes
Refrigerante 3 Limões Zero Açúcar 51 Ice Garrafa 275ml,https://www.paodeacucar.com/produto/1631262/refrigerante-3-limoes-zero-acucar-51-ice-garrafa-275ml,200.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2025-10-23 09:57:34,Não especificada,7896002111973,51 Ice
Refresco em Pó Uva Mid Pacote 20g,https://www.paodeacucar.com/produto/478051/refresco-em-po-uva-mid-pacote-20g,4.0,15.0,3.4,0.0,0.0,0.0,0.0,3.3,6.7,2025-10-23 09:57:53,Não especificada,7891132082346,Mid
Néctar Manga e Maçã Qualitá Caixa 200ml,https://www.paodeacucar.com/produto/1616484/nectar-manga-e-maca-qualita-caixa-200ml,200.0,85.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,2025-10-23 09:58:47,Não especificada,7895000528141,Qualitá
Energético Juice Monster Mango Loco Lata 473ml,https://www.paodeacucar.com/produto/452790/energetico-juice-monster-mango-loco-lata-473ml,250.0,104.0,24.8,0.0,0.0,0.0,0.0,0.0,28.0,2025-10-23 09:59:41,Não especificada,70847033301,Monster
Energético Red Bull Tropical Edition 250ml,https://www.paodeacucar.com/produto/329773/energetico-red-bull-tropical-edition-250ml,250.0,116.0,28.0,0.0,0.0,0.0,0.0,0.0,141.0,2025-10-23 10:00:54,Não especificada,9002490229160,Red Bull
Refresco Adoçado Maracujá Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/171066/refresco-adocado-maracuja-del-valle-kapo-caixa-200ml,200.0,70.0,17.0,0.0,0.0,0.0,0.0,17.0,8.2,2025-10-23 10:03:18,Não especificada,7894900573701,del Valle Kapo
Refresco em Pó Laranja Zero Açúcar Clight Pacote 8g,https://www.paodeacucar.com/produto/384522/refresco-em-po-laranja-zero-acucar-clight-pacote-8g,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2025-10-23 10:03:55,Não especificada,7622210696632,Clight
Licor AMARETTO DELL ORSO Garrafa 700ml,https://www.paodeacucar.com/produto/134194/licor-amaretto-dell-orso-garrafa-700ml,50.0,0.0,26.0,0.0,0.0,0.0,0.0,15.0,0.0,2025-10-23 10:04:14,Não especificada,78901612,Stock
Bebida Rosé Gaseificada Zero Álcool Aurora Garrafa 750ml,https://www.paodeacucar.com/produto/1634217/bebida-rose-gaseificada-zero-alcool-aurora-garrafa-750ml,0.0,86.0,21.0,0.0,0.0,0.0,0.0,20.0,0.0,2025-10-23 10:05:49,Não especificada,7891141037856,Aurora
Néctar Pêssego e Maçã Qualitá Caixa 200ml,https://www.paodeacucar.com/produto/1616125/nectar-pessego-e-maca-qualita-caixa-200ml,200.0,56.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,2025-10-23 10:07:11,Não especificada,7895000528172,Qualitá
Refrigerante Guaraná Fanta Garrafa 2l,https://www.paodeacucar.com/produto/385839/refrigerante-guarana-fanta-garrafa-2l,200.0,81.0,21.0,0.0,0.0,0.0,0.0,21.0,16.0,2025-10-23 10:21:13,Não especificada,7894900093056,Fanta
Isotônico GATORADE Morango com Maracujá Garrafa 500ML,https://www.paodeacucar.com/produto/137138/isotonico-gatorade-morango-com-maracuja-garrafa-500ml,200.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,90.0,2025-10-23 10:21:33,Não especificada,7892840808174,Gatorade
Refrigerante Citrus Schweppes Lata 350ml,https://www.paodeacucar.com/produto/2282/refrigerante-citrus-schweppes-lata-350ml,350.0,13.0,1.9,0.0,0.0,0.0,0.0,1.9,87.0,2025-10-23 10:24:54,Não especificada,7894900320015,Schweppes
"Suco Integral Uva Branco Aurora Caixa 1,5l","https://www.paodeacucar.com/produto/1449647/suco-integral-uva-branco-aurora-caixa-1,5l",200.0,121.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,2025-10-23 10:27:01,Não especificada,7891141036194,Aurora
Refrigerante Tutti Frutti Itubaína Original Garrafa 500ml,https://www.paodeacucar.com/produto/409270/refrigerante-tutti-frutti-itubaina-original-garrafa-500ml,200.0,81.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-23 10:27:37,Não especificada,7896052606191,Itubaína
"Chá Verde Hibisco, Cavalinha e Dente-de-Leão Villa Piva Garrafa 1l","https://www.paodeacucar.com/produto/459757/cha-verde-hibisco,-cavalinha-e-dente-de-leao-villa-piva-garrafa-1l",200.0,73.0,18.0,0.7,0.0,0.0,1.8,15.0,5.0,2025-10-23 10:27:57,Não especificada,7898965716189,Villa Piva
Energético Ultra Watermelon Zero Açúcar Monster Lata 473ml,https://www.paodeacucar.com/produto/1564962/energetico-ultra-watermelon-zero-acucar-monster-lata-473ml,200.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 10:35:30,Não especificada,1220000250222,Monster
Suco Concentrado MAGUARY de Caju Garrafa 500ml,https://www.paodeacucar.com/produto/117006/suco-concentrado-maguary-de-caju-garrafa-500ml,29.0,7.0,1.6,0.0,0.0,0.0,0.0,1.5,4.5,2025-10-23 10:35:50,Não especificada,7896000554369,Maguary
Refresco Adoçado Maçã Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/462115/refresco-adocado-maca-del-valle-kapo-caixa-200ml,200.0,78.0,19.0,0.0,0.0,0.0,0.0,17.0,7.2,2025-10-23 10:37:39,Não especificada,7894900650013,del Valle Kapo
Refresco em Pó Morango Zero Açúcar Clight Pacote 8g,https://www.paodeacucar.com/produto/383885/refresco-em-po-morango-zero-acucar-clight-pacote-8g,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2025-10-23 10:40:05,Não especificada,7622210696441,Clight
Energético Red Bull Melancia Edition 250ml,https://www.paodeacucar.com/produto/475411/energetico-red-bull-melancia-edition-250ml,250.0,112.0,27.0,0.0,0.0,0.0,0.0,0.0,88.0,2025-10-23 10:41:00,Não especificada,9002490247379,Red Bull
Refrigerante Laranja Fanta Lata 220ml,https://www.paodeacucar.com/produto/361292/refrigerante-laranja-fanta-lata-220ml,220.0,88.0,22.0,0.0,0.0,0.0,0.0,22.0,26.0,2025-10-23 10:41:38,Não especificada,7894900030396,Fanta
Refrigerante Limão Sprite Lata 220ml,https://www.paodeacucar.com/produto/446693/refrigerante-limao-sprite-lata-220ml,220.0,89.0,22.0,0.0,0.0,0.0,0.0,22.0,17.0,2025-10-23 10:42:15,Não especificada,7894900681178,Sprite
Energético Red Bull Morango e Pêssego Edition 250ml,https://www.paodeacucar.com/produto/1440309/energetico-red-bull-morango-e-pessego-edition-250ml,250.0,111.0,27.0,0.0,0.0,0.0,0.0,27.0,88.0,2025-10-23 10:43:11,Não especificada,9002490258825,Red Bull
Refrigerante Tutti Frutti Itubaína Original Garrafa 355ml,https://www.paodeacucar.com/produto/66792/refrigerante-tutti-frutti-itubaina-original-garrafa-355ml,200.0,81.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-23 10:44:10,Não especificada,7896052603497,Itubaína
"Refresco Adoçado Uva Del Valle Frut Garrafa 1,5l","https://www.paodeacucar.com/produto/306341/refresco-adocado-uva-del-valle-frut-garrafa-1,5l",200.0,34.0,8.0,0.0,0.0,0.0,0.0,8.0,63.0,2025-10-23 10:44:29,Não especificada,7894900550061,del Valle Frut
Refresco Adoçado Uva Maguary,https://www.paodeacucar.com/produto/1636314/refresco-adocado-uva-maguary,200.0,30.0,7.6,0.0,0.0,0.0,0.0,7.6,0.0,2025-10-23 10:45:06,Não especificada,7896005404195,Maguary
Energético Diet Monster Absolutely Zero Lata 473ml,https://www.paodeacucar.com/produto/451838/energetico-diet-monster-absolutely-zero-lata-473ml,250.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,2025-10-23 10:45:44,Não especificada,70847022305,Monster
Refrigerante Guaraná Fanta Lata 350ml,https://www.paodeacucar.com/produto/385838/refrigerante-guarana-fanta-lata-350ml,350.0,141.0,36.0,0.0,0.0,0.0,0.0,36.0,27.0,2025-10-23 10:46:40,Não especificada,7894900093001,Fanta
Vinho Tinto Brasileiro Goes Lotes De Colecao Touriga Nacional 750ml,https://www.paodeacucar.com/produto/1628220/vinho-tinto-brasileiro-goes-lotes-de-colecao-touriga-nacional-750ml,269.0,151.0,38.0,0.0,0.0,0.0,0.0,28.0,0.0,2025-10-23 10:48:39,Não especificada,7896266190790,Lotes de Coleção
"Refresco Adoçado Laranja Del Valle Frut Garrafa 1,5l","https://www.paodeacucar.com/produto/306340/refresco-adocado-laranja-del-valle-frut-garrafa-1,5l",200.0,38.0,8.8,0.0,0.0,0.0,0.0,8.7,66.0,2025-10-23 10:51:59,Não especificada,7894900556063,del Valle Frut
Energético Red Bull Energy Drink 250ml,https://www.paodeacucar.com/produto/150403/energetico-red-bull-energy-drink-250ml,250.0,114.0,27.0,0.0,0.0,0.0,0.0,0.0,103.0,2025-10-23 10:56:35,Não especificada,611269991000,Red Bull
Refrigerante PEPSI Lata 350ml,https://www.paodeacucar.com/produto/150328/refrigerante-pepsi-lata-350ml,200.0,94.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,2025-10-23 10:58:25,Não especificada,7892840800079,Pepsi
Refresco em Pó Uva Tang Pacote 18g,https://www.paodeacucar.com/produto/1433068/refresco-em-po-uva-tang-pacote-18g,0.0,12.0,2.4,0.0,0.0,0.0,0.0,2.2,20.0,2025-10-23 10:58:44,Não especificada,7622210571786,Tang
Néctar Laranja e Maçã Qualitá Caixa 1l,https://www.paodeacucar.com/produto/1616128/nectar-laranja-e-maca-qualita-caixa-1l,200.0,84.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,2025-10-23 10:59:21,Não especificada,7895000528097,Qualitá
Suco Pink Lemonade Natural One Refrigerado Garrafa 300ml,https://www.paodeacucar.com/produto/1626215/suco-pink-lemonade-natural-one-refrigerado-garrafa-300ml,300.0,124.0,31.0,0.0,0.0,0.0,0.0,29.0,14.0,2025-10-23 10:59:41,Não especificada,7899916916917,Natural One
Refresco Adoçado Frutas Cítricas Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/462213/refresco-adocado-frutas-citricas-del-valle-kapo-caixa-200ml,200.0,69.0,17.0,0.0,0.0,0.0,0.0,17.0,8.2,2025-10-23 11:00:18,Não especificada,7894900650006,del Valle Kapo
Refrigerante Orgânico WEWI Zero Guaraná Garrafa 255ml,https://www.paodeacucar.com/produto/412861/refrigerante-organico-wewi-zero-guarana-garrafa-255ml,255.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 11:01:11,Não especificada,7898950338402,Wewi
Refresco em Pó Laranja Docinha Tang Pacote 18g,https://www.paodeacucar.com/produto/1433064/refresco-em-po-laranja-docinha-tang-pacote-18g,0.0,12.0,2.4,0.0,0.0,0.0,0.0,2.1,30.0,2025-10-23 11:01:48,Não especificada,7622210571571,Tang
Refresco em Pó Limão Tang Pacote 18g,https://www.paodeacucar.com/produto/1433060/refresco-em-po-limao-tang-pacote-18g,0.0,12.0,2.1,0.0,0.0,0.0,0.0,2.0,20.0,2025-10-23 11:02:15,Não especificada,7622210571540,Tang
Refrigerante Orgânico Lemon Sour Zero Sódio Wewi Premium Garrafa 255ml,https://www.paodeacucar.com/produto/412868/refrigerante-organico-lemon-sour-zero-sodio-wewi-premium-garrafa-255ml,255.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 11:03:20,Não especificada,7898950338471,Wewi
Refrigerante Orgânico WEWI Guaraná Garrafa 255ml,https://www.paodeacucar.com/produto/413083/refrigerante-organico-wewi-guarana-garrafa-255ml,255.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-23 11:03:56,Não especificada,7898950338396,Wewi
Bebida Adoçada Uva Del Valle Frut Garrafa 1l,https://www.paodeacucar.com/produto/421804/bebida-adocada-uva-del-valle-frut-garrafa-1l,200.0,34.0,8.0,0.0,0.0,0.0,0.0,8.0,63.0,2025-10-23 11:04:15,Não especificada,7894900550030,del Valle Frut
